compound,actual,prediction,pred errs
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
Methylbenzene,,318.52,6.81
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,2-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
Ethylbenzene,,390.45,6.37
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
"1,3,5-Trimethylbenzene",,393.08,9.14
1-Ethyl-2-methylbenzene,,427.73,7.69
"1,2,3-Trimethylbenzene",,393.08,9.14
"1,2,3-Trimethylbenzene",,393.08,9.14
"1,2,3-Trimethylbenzene",,393.08,9.14
"1,2,4-Trimethylbenzene",,393.08,9.14
"1,2,4-Trimethylbenzene",,393.08,9.14
"1,2,4-Trimethylbenzene",,393.08,9.14
"1,2,4-Trimethylbenzene",,393.08,9.14
"1,2,4-Trimethylbenzene",,393.08,9.14
cumene,,527.75,6.67
cumene,,527.75,6.67
cumene,,527.75,6.67
cumene,,527.75,6.67
cumene,,527.75,6.67
cumene,,527.75,6.67
cumene,,527.75,6.67
cumene,,527.75,6.67
cumene,,527.75,6.67
cumene,,527.75,6.67
cumene,,527.75,6.67
cumene,,527.75,6.67
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
n-Propylbenzene,,454.0,6.51
"1,1-Dimethylethylbenzene",,655.74,7.25
"1,1-Dimethylethylbenzene",,655.74,7.25
"1,2,4,5-Tetramethylbenzene",,430.35,10.1
"1,2,4,5-Tetramethylbenzene",,430.35,10.1
1-Methyl-2-(1-methylethyl)benzene,,565.03,7.94
1-Methyl-3-(1-methylethyl)benzene,,565.03,7.94
1-Methyl-4-(1-methylethyl)benzene,,565.03,7.94
1-Methyl-4-(1-methylethyl)benzene,,565.03,7.94
1-Methyl-4-(1-methylethyl)benzene,,565.03,7.94
1-Methyl-4-(1-methylethyl)benzene,,565.03,7.94
sec-Butylbenzene,,591.3,6.81
sec-Butylbenzene,,591.3,6.81
2-Methylpropylbenzene,,513.16,12.59
2-Methylpropylbenzene,,513.16,12.59
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Butylbenzene,,517.54,6.65
n-Pentylbenzene,,581.09,6.79
n-Pentylbenzene,,581.09,6.79
n-Pentylbenzene,,581.09,6.79
"1,3,5-Triethylbenzene",,608.86,8.12
n-Hexylbenzene,,644.64,6.93
n-Hexylbenzene,,644.64,6.93
n-Hexylbenzene,,644.64,6.93
n-Decylbenzene,,898.83,7.45
Cyclopropane,,303.0,18.56
Cyclopropane,,303.0,18.56
Cyclopropane,,303.0,18.56
Cyclopropane,,303.0,18.56
Cyclopropane,,303.0,18.56
Cyclopropane,,303.0,18.56
Cyclopropane,,303.0,18.56
Cyclopropane,,303.0,18.56
Cyclopropane,,303.0,18.56
Cyclopentane,,340.7,3.64
Cyclopentane,,340.7,3.64
Cyclopentane,,340.7,3.64
Cyclopentane,,340.7,3.64
Cyclopentane,,340.7,3.64
Cyclopentane,,340.7,3.64
Cyclopentane,,340.7,3.64
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Cyclohexane,,408.85,3.99
Methylcyclopentane,,435.86,21.34
Methylcyclopentane,,435.86,21.34
Methylcyclopentane,,435.86,21.34
Cycloheptane,,476.99,4.31
Cycloheptane,,476.99,4.31
Methylcyclohexane,,504.0,21.4
Methylcyclohexane,,504.0,21.4
Methylcyclohexane,,504.0,21.4
Methylcyclohexane,,504.0,21.4
Methylcyclohexane,,504.0,21.4
Methylcyclohexane,,504.0,21.4
Methylcyclohexane,,504.0,21.4
Methylcyclohexane,,504.0,21.4
Methylcyclohexane,,504.0,21.4
"1,1,3-Trimethylcyclopentane",,623.68,21.65
Cyclooctane,,545.13,4.61
Propylcyclopentane,,562.95,21.43
"1,1,3-Trimethylcyclohexane",,691.82,21.71
Pentylcyclopentane,,690.05,21.51
"1,3-Cyclopentadiene",,68.14,1.63
"1,3-Cyclopentadiene",,68.14,1.63
"1,3-Cyclopentadiene",,68.14,1.63
Cyclopentene,,204.42,2.82
Cyclopentene,,204.42,2.82
Cyclopentene,,204.42,2.82
Cyclopentene,,204.42,2.82
"1,4-Cyclohexadiene",,136.28,2.3
"1,4-Cyclohexadiene",,136.28,2.3
Cyclohexene,,272.56,3.26
Cyclohexene,,272.56,3.26
Cyclohexene,,272.56,3.26
Cyclohexene,,272.56,3.26
Cyclohexene,,272.56,3.26
Cyclohexene,,272.56,3.26
Cyclohexene,,272.56,3.26
Cyclohexene,,272.56,3.26
Cyclohexene,,272.56,3.26
Cyclohexene,,272.56,3.26
"1,3,5-Cycloheptatriene",,68.14,1.63
"1,3,5-Cycloheptatriene",,68.14,1.63
1-Methylcyclohexene,,400.55,4.32
Cycloheptene,,340.7,3.64
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Methanol,,128.11,10.65
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
Ethanol,,205.97,10.56
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Propanol,,269.52,10.65
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
n-Butanol,,333.06,10.73
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
1-Pentanol,,396.61,10.82
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Hexanol,,460.16,10.91
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Heptanol,,523.7,10.99
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
n-Octanol,,587.25,11.08
1-Nonanol,,650.8,11.16
1-Nonanol,,650.8,11.16
1-Nonanol,,650.8,11.16
1-Nonanol,,650.8,11.16
1-Nonanol,,650.8,11.16
1-Decanol,,714.35,11.25
1-Decanol,,714.35,11.25
1-Decanol,,714.35,11.25
1-Undecanol,,777.89,11.33
1-Undecanol,,777.89,11.33
1-Dodecanol,,841.44,11.41
1-Dodecanol,,841.44,11.41
1-Dodecanol,,841.44,11.41
1-Dodecanol,,841.44,11.41
1-Dodecanol,,841.44,11.41
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
2-Propanol,,287.68,12.86
